LOCATION,SUBJECT,TIME,KG_CAP,THND_TONNE
HTI,SHEEP,2006,0.655,7.0
HTI,SHEEP,2007,0.737,8.0
HTI,SHEEP,2008,0.725,8.0
HTI,SHEEP,2009,0.625,7.0
HTI,SHEEP,2010,0.528,6.0
HTI,SHEEP,2011,0.52,6.0
HTI,SHEEP,2012,0.513,6.0
HTI,SHEEP,2013,0.506,6.0
HTI,SHEEP,2014,0.583,7.0
HTI,SHEEP,2015,0.575,7.0
HTI,SHEEP,2016,0.568,7.0
HTI,SHEEP,2017,0.575,7.174
HTI,SHEEP,2018,0.583,7.364
HTI,SHEEP,2019,0.59,7.543
HTI,SHEEP,2020,0.597,7.716
HTI,SHEEP,2021,0.604,7.894
HTI,SHEEP,2022,0.611,8.081
HTI,SHEEP,2023,0.619,8.275
HTI,SHEEP,2024,0.628,8.474
HTI,SHEEP,2025,0.636,8.679
HTI,SHEEP,2026,0.646,8.898
IDN,BEEF,1990,1.181,306.0
IDN,BEEF,1991,1.191,314.0
IDN,BEEF,1992,1.294,347.0
IDN,BEEF,1993,1.478,403.0
IDN,BEEF,1994,1.415,392.0
IDN,BEEF,1995,1.311,369.0
IDN,BEEF,1996,1.46,417.0
IDN,BEEF,1997,1.491,432.0
IDN,BEEF,1998,1.364,401.0
IDN,BEEF,1999,1.288,384.0
IDN,BEEF,2000,1.443,436.0
IDN,BEEF,2001,1.332,408.0
IDN,BEEF,2002,1.307,406.0
IDN,BEEF,2003,1.341,422.0
IDN,BEEF,2004,1.583,505.0
IDN,BEEF,2005,1.315,425.0
IDN,BEEF,2006,1.447,474.0
IDN,BEEF,2007,1.305,433.0
IDN,BEEF,2008,1.46,491.0
IDN,BEEF,2009,1.562,532.0
IDN,BEEF,2010,1.706,589.0
IDN,BEEF,2011,1.727,604.0
IDN,BEEF,2012,1.668,591.0
IDN,BEEF,2013,1.808,649.0
IDN,BEEF,2014,1.898,690.0
IDN,BEEF,2015,1.824,671.0
IDN,BEEF,2016,1.84,685.0
IDN,BEEF,2017,1.869,703.716
IDN,BEEF,2018,1.898,722.29
IDN,BEEF,2019,1.928,741.289
IDN,BEEF,2020,1.959,760.791
IDN,BEEF,2021,1.99,780.274
IDN,BEEF,2022,2.023,800.955
IDN,BEEF,2023,2.059,822.485
IDN,BEEF,2024,2.093,843.615
IDN,BEEF,2025,2.13,865.813
IDN,BEEF,2026,2.169,888.727
IDN,PIG,1990,2.347,546.0
IDN,PIG,1991,2.429,575.0
IDN,PIG,1992,2.434,586.0
IDN,PIG,1993,2.546,623.0
IDN,PIG,1994,2.658,661.0
IDN,PIG,1995,2.269,573.0
IDN,PIG,1996,2.345,601.0
IDN,PIG,1997,2.438,634.0
IDN,PIG,1998,2.362,623.0
IDN,PIG,1999,2.056,550.0
IDN,PIG,2000,1.556,422.0
IDN,PIG,2001,1.724,474.0
IDN,PIG,2002,1.669,465.0
IDN,PIG,2003,1.724,487.0
IDN,PIG,2004,1.691,484.0
IDN,PIG,2005,1.906,553.0
IDN,PIG,2006,2.014,592.0
IDN,PIG,2007,2.011,599.0
IDN,PIG,2008,2.114,638.0
IDN,PIG,2009,2.123,649.0
IDN,PIG,2010,2.247,696.0
IDN,PIG,2011,2.3,722.0
IDN,PIG,2012,2.296,730.0
IDN,PIG,2013,2.31,744.0
IDN,PIG,2014,2.29,747.0
IDN,PIG,2015,2.283,754.0
IDN,PIG,2016,2.263,756.0
IDN,PIG,2017,2.247,759.254
IDN,PIG,2018,2.272,775.924
IDN,PIG,2019,2.274,784.797
IDN,PIG,2020,2.292,798.693
IDN,PIG,2021,2.316,815.019
IDN,PIG,2022,2.339,831.155
IDN,PIG,2023,2.367,848.685
IDN,PIG,2024,2.398,867.376
IDN,PIG,2025,2.433,887.348
IDN,PIG,2026,2.465,906.546
IDN,POULTRY,1990,2.469,509.0
IDN,POULTRY,1991,2.784,584.0
IDN,POULTRY,1992,2.568,548.0
IDN,POULTRY,1993,3.223,699.0
IDN,POULTRY,1994,3.703,816.0
IDN,POULTRY,1995,3.918,877.0
IDN,POULTRY,1996,4.177,949.0
IDN,POULTRY,1997,3.904,900.0
IDN,POULTRY,1998,2.647,619.0
IDN,POULTRY,1999,2.64,626.0
IDN,POULTRY,2000,3.877,932.0
IDN,POULTRY,2001,4.251,1036.0
IDN,POULTRY,2002,4.465,1103.0
IDN,POULTRY,2003,4.538,1136.0
IDN,POULTRY,2004,4.789,1215.0
IDN,POULTRY,2005,4.477,1151.0
IDN,POULTRY,2006,4.948,1289.0
IDN,POULTRY,2007,5.099,1346.0
IDN,POULTRY,2008,5.186,1387.0
IDN,POULTRY,2009,5.292,1434.0
IDN,POULTRY,2010,5.707,1567.0
IDN,POULTRY,2011,6.093,1695.0
IDN,POULTRY,2012,6.273,1768.0
IDN,POULTRY,2013,6.56,1873.0
IDN,POULTRY,2014,6.55,1894.0
IDN,POULTRY,2015,6.717,1966.0
IDN,POULTRY,2016,6.7,1984.0
IDN,POULTRY,2017,6.752,2021.874
IDN,POULTRY,2018,6.802,2058.936
IDN,POULTRY,2019,6.855,2096.43
IDN,POULTRY,2020,6.908,2133.971
IDN,POULTRY,2021,6.96,2171.118
IDN,POULTRY,2022,7.013,2208.482
IDN,POULTRY,2023,7.068,2246.003
IDN,POULTRY,2024,7.123,2283.498
IDN,POULTRY,2025,7.179,2320.872
IDN,POULTRY,2026,7.301,2379.774
IDN,SHEEP,1990,0.437,90.0
IDN,SHEEP,1991,0.448,94.0
IDN,SHEEP,1992,0.469,100.0
IDN,SHEEP,1993,0.516,112.0
IDN,SHEEP,1994,0.454,100.0
IDN,SHEEP,1995,0.424,95.0
IDN,SHEEP,1996,0.44,100.0
IDN,SHEEP,1997,0.469,108.0
IDN,SHEEP,1998,0.351,82.0
IDN,SHEEP,1999,0.329,78.0
IDN,SHEEP,2000,0.329,79.0
IDN,SHEEP,2001,0.386,94.0
IDN,SHEEP,2002,0.514,127.0
IDN,SHEEP,2003,0.575,144.0
IDN,SHEEP,2004,0.489,124.0
IDN,SHEEP,2005,0.459,118.0
IDN,SHEEP,2006,0.541,141.0
IDN,SHEEP,2007,0.458,121.0
IDN,SHEEP,2008,0.426,114.0
IDN,SHEEP,2009,0.476,129.0
IDN,SHEEP,2010,0.419,115.0
IDN,SHEEP,2011,0.41,114.0
IDN,SHEEP,2012,0.394,111.0
IDN,SHEEP,2013,0.399,114.0
IDN,SHEEP,2014,0.401,116.0
IDN,SHEEP,2015,0.407,119.0
IDN,SHEEP,2016,0.405,120.0
IDN,SHEEP,2017,0.404,120.901
IDN,SHEEP,2018,0.407,123.17
IDN,SHEEP,2019,0.411,125.707
IDN,SHEEP,2020,0.416,128.507
IDN,SHEEP,2021,0.421,131.435
IDN,SHEEP,2022,0.427,134.412
IDN,SHEEP,2023,0.433,137.505
IDN,SHEEP,2024,0.438,140.56
IDN,SHEEP,2025,0.444,143.604
IDN,SHEEP,2026,0.45,146.618
IND,BEEF,1990,1.649,2051.0
IND,BEEF,1991,1.622,2059.0
IND,BEEF,1992,1.616,2092.0
IND,BEEF,1993,1.576,2081.0
IND,BEEF,1994,1.542,2076.0
IND,BEEF,1995,1.487,2041.0
IND,BEEF,1996,1.467,2053.0
IND,BEEF,1997,1.435,2045.0
IND,BEEF,1998,1.427,2072.0
IND,BEEF,1999,1.395,2063.0
IND,BEEF,2000,1.295,1949.0
IND,BEEF,2001,1.306,2000.0
IND,BEEF,2002,1.253,1951.0
IND,BEEF,2003,1.176,1862.0
IND,BEEF,2004,1.152,1854.0
IND,BEEF,2005,1.086,1775.0
IND,BEEF,2006,1.06,1760.0
IND,BEEF,2007,1.067,1799.0
IND,BEEF,2008,1.063,1818.0
IND,BEEF,2009,1.091,1893.0
IND,BEEF,2010,0.934,1642.0
IND,BEEF,2011,0.749,1335.0
IND,BEEF,2012,0.667,1204.0
IND,BEEF,2013,0.454,830.0
IND,BEEF,2014,0.372,688.0
IND,BEEF,2015,0.508,952.0
IND,BEEF,2016,0.52,985.0
IND,BEEF,2017,0.526,1009.386
IND,BEEF,2018,0.526,1021.431
IND,BEEF,2019,0.523,1026.712
IND,BEEF,2020,0.522,1035.501
IND,BEEF,2021,0.523,1049.815
IND,BEEF,2022,0.525,1064.132
IND,BEEF,2023,0.526,1076.278
IND,BEEF,2024,0.525,1086.176
IND,BEEF,2025,0.526,1098.091
IND,BEEF,2026,0.529,1114.992
IND,PIG,1990,0.37,413.0
IND,PIG,1991,0.375,427.0
IND,PIG,1992,0.382,444.0
IND,PIG,1993,0.378,448.0
IND,PIG,1994,0.373,451.0
IND,PIG,1995,0.369,454.0
IND,PIG,1996,0.444,558.0
IND,PIG,1997,0.363,465.0
IND,PIG,1998,0.355,463.0
IND,PIG,1999,0.35,465.0
IND,PIG,2000,0.345,466.0
IND,PIG,2001,0.339,466.0
IND,PIG,2002,0.335,468.0
IND,PIG,2003,0.331,470.0
IND,PIG,2004,0.307,443.0
IND,PIG,2005,0.29,425.0
IND,PIG,2006,0.271,404.0
IND,PIG,2007,0.255,385.0
IND,PIG,2008,0.248,380.0
IND,PIG,2009,0.243,379.0
IND,PIG,2010,0.234,370.0
IND,PIG,2011,0.228,364.0
IND,PIG,2012,0.221,358.0
IND,PIG,2013,0.216,355.0
IND,PIG,2014,0.214,356.0
IND,PIG,2015,0.213,358.0
IND,PIG,2016,0.21,357.0
IND,PIG,2017,0.208,358.862
IND,PIG,2018,0.215,374.079
IND,PIG,2019,0.217,382.236
IND,PIG,2020,0.22,392.571
IND,PIG,2021,0.223,401.774
IND,PIG,2022,0.226,411.193
IND,PIG,2023,0.229,420.963
IND,PIG,2024,0.232,431.118
IND,PIG,2025,0.235,440.511
IND,PIG,2026,0.238,450.064
IND,POULTRY,1990,0.396,392.0
IND,POULTRY,1991,0.518,523.0
IND,POULTRY,1992,0.524,540.0
IND,POULTRY,1993,0.579,608.0
IND,POULTRY,1994,0.583,625.0
IND,POULTRY,1995,0.588,642.0
IND,POULTRY,1996,0.592,659.0
IND,POULTRY,1997,0.586,665.0
IND,POULTRY,1998,0.639,738.0
IND,POULTRY,1999,0.689,810.0
IND,POULTRY,2000,0.755,904.0
IND,POULTRY,2001,0.791,963.0
IND,POULTRY,2002,0.91,1127.0
IND,POULTRY,2003,0.986,1242.0
IND,POULTRY,2004,1.047,1340.0
IND,POULTRY,2005,1.107,1440.0
IND,POULTRY,2006,1.177,1554.0
IND,POULTRY,2007,1.335,1789.0
IND,POULTRY,2008,1.409,1917.0
IND,POULTRY,2009,1.537,2120.0
IND,POULTRY,2010,1.588,2222.0
IND,POULTRY,2011,1.592,2257.0
IND,POULTRY,2012,1.604,2303.0
IND,POULTRY,2013,1.618,2352.0
IND,POULTRY,2014,1.724,2537.0
IND,POULTRY,2015,1.784,2658.0
IND,POULTRY,2016,1.9,2865.0
IND,POULTRY,2017,1.958,2986.341
IND,POULTRY,2018,2.001,3088.219
IND,POULTRY,2019,2.041,3185.096
IND,POULTRY,2020,2.076,3277.226
IND,POULTRY,2021,2.114,3372.775
IND,POULTRY,2022,2.151,3467.707
IND,POULTRY,2023,2.191,3568.85
IND,POULTRY,2024,2.228,3665.665
IND,POULTRY,2025,2.268,3766.339
IND,POULTRY,2026,2.302,3860.091
IND,SHEEP,1990,0.61,603.0
IND,SHEEP,1991,0.605,611.0
IND,SHEEP,1992,0.601,619.0
IND,SHEEP,1993,0.594,624.0
IND,SHEEP,1994,0.584,626.0
IND,SHEEP,1995,0.599,654.0
IND,SHEEP,1996,0.596,663.0
IND,SHEEP,1997,0.593,672.0
IND,SHEEP,1998,0.588,679.0
IND,SHEEP,1999,0.58,682.0
IND,SHEEP,2000,0.571,684.0
IND,SHEEP,2001,0.571,696.0
IND,SHEEP,2002,0.58,718.0
IND,SHEEP,2003,0.545,687.0
IND,SHEEP,2004,0.544,696.0
IND,SHEEP,2005,0.539,701.0
IND,SHEEP,2006,0.58,766.0
IND,SHEEP,2007,0.591,792.0
IND,SHEEP,2008,0.568,773.0
IND,SHEEP,2009,0.518,715.0
IND,SHEEP,2010,0.543,760.0
IND,SHEEP,2011,0.531,753.0
IND,SHEEP,2012,0.517,743.0
IND,SHEEP,2013,0.5,727.0
IND,SHEEP,2014,0.488,718.0
IND,SHEEP,2015,0.475,708.0
IND,SHEEP,2016,0.469,707.0
IND,SHEEP,2017,0.465,709.13
IND,SHEEP,2018,0.463,713.855
IND,SHEEP,2019,0.46,718.363
IND,SHEEP,2020,0.457,721.911
IND,SHEEP,2021,0.455,725.462
IND,SHEEP,2022,0.452,729.022
IND,SHEEP,2023,0.45,732.805
IND,SHEEP,2024,0.448,736.586
IND,SHEEP,2025,0.446,740.451
IND,SHEEP,2026,0.444,744.42
IRN,BEEF,1990,4.312,346.0
IRN,BEEF,1991,3.568,292.0
IRN,BEEF,1992,3.444,286.0
IRN,BEEF,1993,3.868,325.0
IRN,BEEF,1994,3.718,316.0
IRN,BEEF,1995,3.586,309.0
IRN,BEEF,1996,4.407,386.0
IRN,BEEF,1997,4.34,387.0
IRN,BEEF,1998,4.28,389.0
IRN,BEEF,1999,3.533,327.0
IRN,BEEF,2000,3.178,299.0
IRN,BEEF,2001,3.436,328.0
IRN,BEEF,2002,3.195,309.0
IRN,BEEF,2003,3.719,364.0
IRN,BEEF,2004,4.14,410.0
IRN,BEEF,2005,3.853,386.0
IRN,BEEF,2006,4.491,455.0
IRN,BEEF,2007,4.695,481.0
IRN,BEEF,2008,3.831,397.0
IRN,BEEF,2009,3.597,377.0
IRN,BEEF,2010,4.384,465.0
IRN,BEEF,2011,4.162,447.0
IRN,BEEF,2012,3.474,378.0
IRN,BEEF,2013,3.23,356.0
IRN,BEEF,2014,3.368,376.0
IRN,BEEF,2015,3.079,348.0
IRN,BEEF,2016,3.332,381.0
IRN,BEEF,2017,3.349,387.291
IRN,BEEF,2018,3.343,390.709
IRN,BEEF,2019,3.324,392.324
IRN,BEEF,2020,3.314,394.908
IRN,BEEF,2021,3.319,398.84
IRN,BEEF,2022,3.324,402.69
IRN,BEEF,2023,3.328,406.054
IRN,BEEF,2024,3.329,408.823
IRN,BEEF,2025,3.335,412.116
IRN,BEEF,2026,3.353,416.62
IRN,PIG,1990,0.0,0.0
IRN,PIG,1991,0.0,0.0
IRN,PIG,1992,0.0,0.0
IRN,PIG,1993,0.0,0.0
IRN,PIG,1994,0.0,0.0
IRN,PIG,1995,0.0,0.0
IRN,PIG,1996,0.0,0.0
IRN,PIG,1997,0.0,0.0
IRN,PIG,1998,0.0,0.0
IRN,PIG,1999,0.0,0.0
IRN,PIG,2000,0.0,0.0
IRN,PIG,2001,0.0,0.0
IRN,PIG,2002,0.0,0.0
IRN,PIG,2003,0.0,0.0
IRN,PIG,2004,0.0,0.0
IRN,PIG,2005,0.0,0.0
IRN,PIG,2006,0.0,0.0
IRN,PIG,2007,0.0,0.0
IRN,PIG,2008,0.0,0.0
IRN,PIG,2009,0.0,0.0
IRN,PIG,2010,0.011,1.0
IRN,PIG,2011,0.0,0.0
IRN,PIG,2012,0.01,1.0
IRN,PIG,2013,0.0,0.0
IRN,PIG,2014,0.0,0.0
IRN,PIG,2015,0.0,0.0
IRN,PIG,2016,0.0,0.0
IRN,PIG,2017,0.0,0.001
IRN,PIG,2018,0.0,0.001
IRN,PIG,2019,0.0,0.001
IRN,PIG,2020,0.0,0.001
IRN,PIG,2021,0.0,0.001
IRN,PIG,2022,0.0,0.001
IRN,PIG,2023,0.0,0.001
IRN,PIG,2024,0.0,0.001
IRN,PIG,2025,0.0,0.001
IRN,PIG,2026,0.0,0.001
IRN,POULTRY,1990,6.188,395.0
IRN,POULTRY,1991,6.713,437.0
IRN,POULTRY,1992,8.584,567.0
IRN,POULTRY,1993,9.412,629.0
IRN,POULTRY,1994,9.406,636.0
IRN,POULTRY,1995,9.614,659.0
IRN,POULTRY,1996,9.789,682.0
IRN,POULTRY,1997,10.262,728.0
IRN,POULTRY,1998,10.347,748.0
IRN,POULTRY,1999,10.256,755.0
IRN,POULTRY,2000,11.252,842.0
IRN,POULTRY,2001,11.801,896.0
IRN,POULTRY,2002,12.401,954.0
IRN,POULTRY,2003,14.217,1107.0
IRN,POULTRY,2004,14.865,1171.0
IRN,POULTRY,2005,15.511,1236.0
IRN,POULTRY,2006,16.837,1357.0
IRN,POULTRY,2007,18.478,1506.0
IRN,POULTRY,2008,19.024,1568.0
IRN,POULTRY,2009,23.976,1999.0
IRN,POULTRY,2010,22.257,1878.0
IRN,POULTRY,2011,22.882,1955.0
IRN,POULTRY,2012,22.833,1976.0
IRN,POULTRY,2013,22.23,1949.0
IRN,POULTRY,2014,22.376,1987.0
IRN,POULTRY,2015,23.049,2072.0
IRN,POULTRY,2016,22.89,2082.0
IRN,POULTRY,2017,22.431,2063.257
IRN,POULTRY,2018,22.572,2098.48
IRN,POULTRY,2019,22.757,2136.897
IRN,POULTRY,2020,22.939,2174.053
IRN,POULTRY,2021,23.173,2215.203
IRN,POULTRY,2022,23.466,2261.038
IRN,POULTRY,2023,23.677,2297.904
IRN,POULTRY,2024,23.909,2335.875
IRN,POULTRY,2025,24.093,2368.11
IRN,POULTRY,2026,24.297,2401.418
IRN,SHEEP,1990,5.53,353.0
IRN,SHEEP,1991,6.283,409.0
IRN,SHEEP,1992,6.222,411.0
IRN,SHEEP,1993,5.851,391.0
IRN,SHEEP,1994,5.664,383.0
IRN,SHEEP,1995,5.588,383.0
IRN,SHEEP,1996,5.885,410.0
IRN,SHEEP,1997,5.878,417.0
IRN,SHEEP,1998,6.073,439.0
IRN,SHEEP,1999,5.42,399.0
IRN,SHEEP,2000,5.827,436.0
IRN,SHEEP,2001,5.848,444.0
IRN,SHEEP,2002,5.85,450.0
IRN,SHEEP,2003,5.355,417.0
IRN,SHEEP,2004,5.421,427.0
IRN,SHEEP,2005,5.522,440.0
IRN,SHEEP,2006,4.901,395.0
IRN,SHEEP,2007,4.245,346.0
IRN,SHEEP,2008,3.676,303.0
IRN,SHEEP,2009,3.01,251.0
IRN,SHEEP,2010,2.809,237.0
IRN,SHEEP,2011,3.02,258.0
IRN,SHEEP,2012,3.235,280.0
IRN,SHEEP,2013,3.125,274.0
IRN,SHEEP,2014,3.176,282.0
IRN,SHEEP,2015,3.248,292.0
IRN,SHEEP,2016,3.254,296.0
IRN,SHEEP,2017,3.199,294.266
IRN,SHEEP,2018,3.248,301.924
IRN,SHEEP,2019,3.292,309.086
IRN,SHEEP,2020,3.346,317.078
IRN,SHEEP,2021,3.409,325.881
IRN,SHEEP,2022,3.48,335.303
IRN,SHEEP,2023,3.538,343.411
IRN,SHEEP,2024,3.601,351.773
IRN,SHEEP,2025,3.656,359.343
IRN,SHEEP,2026,3.715,367.206
ISR,BEEF,1990,9.957,64.0
ISR,BEEF,1991,12.366,82.0
ISR,BEEF,1992,10.048,69.0
ISR,BEEF,1993,10.671,76.0
ISR,BEEF,1994,13.962,103.0
ISR,BEEF,1995,12.341,94.0
ISR,BEEF,1996,13.652,107.0
ISR,BEEF,1997,14.423,116.0
ISR,BEEF,1998,13.723,113.0
ISR,BEEF,1999,13.427,113.0
ISR,BEEF,2000,16.529,142.0
ISR,BEEF,2001,15.188,133.0
ISR,BEEF,2002,17.836,159.0
ISR,BEEF,2003,18.407,167.0
ISR,BEEF,2004,18.392,170.0
ISR,BEEF,2005,16.854,159.0
ISR,BEEF,2006,21.866,211.0
ISR,BEEF,2007,19.926,197.0
ISR,BEEF,2008,23.485,238.0
ISR,BEEF,2009,17.927,186.0
ISR,BEEF,2010,18.961,201.0
ISR,BEEF,2011,19.621,212.0
ISR,BEEF,2012,19.286,212.0
ISR,BEEF,2013,20.594,230.0
ISR,BEEF,2014,20.367,231.0
ISR,BEEF,2015,20.226,233.0
ISR,BEEF,2016,19.909,233.0
ISR,BEEF,2017,20.009,237.916
ISR,BEEF,2018,20.036,242.02
ISR,BEEF,2019,20.013,245.521
ISR,BEEF,2020,20.021,249.354
ISR,BEEF,2021,20.059,253.538
ISR,BEEF,2022,20.115,257.937
ISR,BEEF,2023,20.157,262.157
ISR,BEEF,2024,20.211,266.54
ISR,BEEF,2025,20.253,270.784
ISR,BEEF,2026,20.242,274.337
ISR,PIG,1990,1.56,9.0
ISR,PIG,1991,1.512,9.0
ISR,PIG,1992,1.46,9.0
ISR,PIG,1993,1.408,9.0
ISR,PIG,1994,1.359,9.0
ISR,PIG,1995,1.609,11.0
ISR,PIG,1996,1.422,10.0
ISR,PIG,1997,1.663,12.0
ISR,PIG,1998,1.624,12.0
ISR,PIG,1999,1.192,9.0
ISR,PIG,2000,1.946,15.0
ISR,PIG,2001,2.036,16.0
ISR,PIG,2002,2.0,16.0
ISR,PIG,2003,2.088,17.0
ISR,PIG,2004,2.17,18.0
ISR,PIG,2005,2.244,19.0
ISR,PIG,2006,2.079,18.0
ISR,PIG,2007,2.029,18.0
ISR,PIG,2008,2.089,19.0
ISR,PIG,2009,2.148,20.0
ISR,PIG,2010,1.997,19.0
ISR,PIG,2011,1.856,18.0
ISR,PIG,2012,1.926,19.0
ISR,PIG,2013,1.596,16.0
ISR,PIG,2014,1.572,16.0
ISR,PIG,2015,1.644,17.0
ISR,PIG,2016,1.619,17.0
ISR,PIG,2017,1.593,17.0
ISR,PIG,2018,1.568,17.0
ISR,PIG,2019,1.544,17.0
ISR,PIG,2020,1.521,17.0
ISR,PIG,2021,1.499,17.0
ISR,PIG,2022,1.477,17.0
ISR,PIG,2023,1.457,17.0
ISR,PIG,2024,1.436,17.0
ISR,PIG,2025,1.417,17.0
ISR,PIG,2026,1.398,17.0
ISR,POULTRY,1990,34.424,176.0
ISR,POULTRY,1991,36.022,190.0
ISR,POULTRY,1992,38.444,210.0
ISR,POULTRY,1993,39.89,226.0
ISR,POULTRY,1994,42.263,248.0
ISR,POULTRY,1995,40.603,246.0
ISR,POULTRY,1996,40.902,255.0
ISR,POULTRY,1997,40.483,259.0
ISR,POULTRY,1998,40.151,263.0
ISR,POULTRY,1999,40.928,274.0
ISR,POULTRY,2000,58.972,403.0
ISR,POULTRY,2001,63.596,443.0
ISR,POULTRY,2002,63.036,447.0
ISR,POULTRY,2003,61.246,442.0
ISR,POULTRY,2004,62.293,458.0
ISR,POULTRY,2005,63.831,479.0
ISR,POULTRY,2006,66.05,507.0
ISR,POULTRY,2007,64.976,511.0
ISR,POULTRY,2008,63.639,513.0
ISR,POULTRY,2009,63.489,524.0
ISR,POULTRY,2010,63.684,537.0
ISR,POULTRY,2011,63.295,544.0
ISR,POULTRY,2012,65.532,573.0
ISR,POULTRY,2013,59.208,526.0
ISR,POULTRY,2014,58.079,524.0
ISR,POULTRY,2015,57.728,529.0
ISR,POULTRY,2016,57.038,531.0
ISR,POULTRY,2017,56.929,538.449
ISR,POULTRY,2018,56.867,546.412
ISR,POULTRY,2019,56.831,554.59
ISR,POULTRY,2020,56.786,562.582
ISR,POULTRY,2021,56.753,570.596
ISR,POULTRY,2022,56.743,578.78
ISR,POULTRY,2023,56.76,587.21
ISR,POULTRY,2024,56.796,595.819
ISR,POULTRY,2025,56.84,604.522
ISR,POULTRY,2026,56.89,613.302
ISR,SHEEP,1990,1.174,6.0
ISR,SHEEP,1991,1.138,6.0
ISR,SHEEP,1992,1.098,6.0
ISR,SHEEP,1993,1.236,7.0
ISR,SHEEP,1994,1.363,8.0
ISR,SHEEP,1995,1.32,8.0
ISR,SHEEP,1996,1.283,8.0
ISR,SHEEP,1997,0.938,6.0
ISR,SHEEP,1998,1.221,8.0
ISR,SHEEP,1999,1.195,8.0
ISR,SHEEP,2000,1.317,9.0
ISR,SHEEP,2001,1.292,9.0
ISR,SHEEP,2002,1.128,8.0
ISR,SHEEP,2003,1.247,9.0
ISR,SHEEP,2004,1.088,8.0
ISR,SHEEP,2005,1.199,9.0
ISR,SHEEP,2006,1.303,10.0
ISR,SHEEP,2007,1.272,10.0
ISR,SHEEP,2008,1.489,12.0
ISR,SHEEP,2009,1.454,12.0
ISR,SHEEP,2010,1.66,14.0
ISR,SHEEP,2011,1.862,16.0
ISR,SHEEP,2012,1.83,16.0
ISR,SHEEP,2013,1.801,16.0
ISR,SHEEP,2014,1.884,17.0
ISR,SHEEP,2015,1.855,17.0
ISR,SHEEP,2016,1.826,17.0
ISR,SHEEP,2017,1.819,17.205
ISR,SHEEP,2018,1.822,17.503
ISR,SHEEP,2019,1.821,17.767
ISR,SHEEP,2020,1.819,18.023
ISR,SHEEP,2021,1.819,18.292
ISR,SHEEP,2022,1.819,18.558
ISR,SHEEP,2023,1.82,18.827
ISR,SHEEP,2024,1.821,19.098
ISR,SHEEP,2025,1.822,19.374
ISR,SHEEP,2026,1.823,19.656
JPN,BEEF,1990,6.111,1067.242
JPN,BEEF,1991,6.517,1142.37
JPN,BEEF,1992,6.766,1190.669
JPN,BEEF,1993,7.406,1308.383
JPN,BEEF,1994,8.129,1441.189
JPN,BEEF,1995,8.536,1517.9
JPN,BEEF,1996,8.084,1441.213
JPN,BEEF,1997,8.192,1463.358
JPN,BEEF,1998,8.307,1486.629
JPN,BEEF,1999,8.294,1486.738
JPN,BEEF,2000,8.742,1570.034
JPN,BEEF,2001,7.127,1282.591
JPN,BEEF,2002,7.221,1302.383
JPN,BEEF,2003,7.065,1276.909
JPN,BEEF,2004,7.041,1275.117
JPN,BEEF,2005,6.301,1142.901
JPN,BEEF,2006,6.25,1135.178
JPN,BEEF,2007,6.442,1171.14
JPN,BEEF,2008,6.447,1172.563
JPN,BEEF,2009,6.554,1192.209
JPN,BEEF,2010,6.771,1231.567
JPN,BEEF,2011,6.788,1233.994
JPN,BEEF,2012,6.799,1234.866
JPN,BEEF,2013,6.797,1233.086
JPN,BEEF,2014,6.761,1224.719
JPN,BEEF,2015,6.565,1187.077
JPN,BEEF,2016,6.598,1190.63
JPN,BEEF,2017,6.617,1191.576
JPN,BEEF,2018,6.657,1195.709
JPN,BEEF,2019,6.657,1192.63
JPN,BEEF,2020,6.679,1192.99
JPN,BEEF,2021,6.701,1193.316
JPN,BEEF,2022,6.725,1193.588
JPN,BEEF,2023,6.753,1194.224
JPN,BEEF,2024,6.778,1194.215
JPN,BEEF,2025,6.808,1194.748
JPN,BEEF,2026,6.845,1196.221
JPN,PIG,1990,13.219,2071.813
JPN,PIG,1991,13.239,2082.681
JPN,PIG,1992,13.233,2089.851
JPN,PIG,1993,13.114,2079.114
JPN,PIG,1994,13.18,2097.024
JPN,PIG,1995,13.226,2110.846
JPN,PIG,1996,13.88,2220.733
JPN,PIG,1997,12.88,2064.941
JPN,PIG,1998,12.772,2051.12
JPN,PIG,1999,13.054,2099.959
JPN,PIG,2000,13.525,2179.85
JPN,PIG,2001,13.848,2236.454
JPN,PIG,2002,14.522,2350.443
JPN,PIG,2003,14.284,2316.988
JPN,PIG,2004,15.222,2474.045
JPN,PIG,2005,15.11,2459.773
JPN,PIG,2006,14.137,2304.243
JPN,PIG,2007,14.401,2349.367
JPN,PIG,2008,14.648,2390.896
JPN,PIG,2009,14.294,2333.597
JPN,PIG,2010,14.486,2364.554
JPN,PIG,2011,14.741,2404.854
JPN,PIG,2012,14.662,2389.876
JPN,PIG,2013,14.641,2383.58
JPN,PIG,2014,14.837,2411.883
JPN,PIG,2015,15.052,2442.487
JPN,PIG,2016,15.353,2486.535
JPN,PIG,2017,15.414,2490.806
JPN,PIG,2018,15.364,2476.651
JPN,PIG,2019,15.385,2473.447
JPN,PIG,2020,15.392,2467.513
JPN,PIG,2021,15.4,2460.955
JPN,PIG,2022,15.41,2454.423
JPN,PIG,2023,15.439,2450.192
JPN,PIG,2024,15.453,2443.332
JPN,PIG,2025,15.476,2437.262
JPN,PIG,2026,15.544,2437.882
JPN,POULTRY,1990,12.845,1784.404
JPN,POULTRY,1991,12.055,1680.944
