LOCATION,SUBJECT,TIME,KG_CAP,THND_TONNE
JPN,POULTRY,1992,12.408,1736.809
JPN,POULTRY,1993,12.151,1707.512
JPN,POULTRY,1994,12.163,1715.263
JPN,POULTRY,1995,12.437,1759.25
JPN,POULTRY,1996,12.549,1779.536
JPN,POULTRY,1997,12.307,1748.858
JPN,POULTRY,1998,12.133,1727.12
JPN,POULTRY,1999,12.185,1737.49
JPN,POULTRY,2000,12.201,1743.008
JPN,POULTRY,2001,12.147,1738.829
JPN,POULTRY,2002,12.024,1725.088
JPN,POULTRY,2003,12.0,1725.377
JPN,POULTRY,2004,11.094,1598.226
JPN,POULTRY,2005,11.49,1657.95
JPN,POULTRY,2006,12.0,1733.69
JPN,POULTRY,2007,11.871,1716.56
JPN,POULTRY,2008,11.957,1729.99
JPN,POULTRY,2009,12.279,1776.86
JPN,POULTRY,2010,12.661,1831.86
JPN,POULTRY,2011,12.338,1784.074
JPN,POULTRY,2012,13.121,1895.72
JPN,POULTRY,2013,13.101,1890.43
JPN,POULTRY,2014,13.481,1942.4
JPN,POULTRY,2015,14.036,2018.86
JPN,POULTRY,2016,14.073,2020.199
JPN,POULTRY,2017,14.271,2044.05
JPN,POULTRY,2018,14.489,2070.193
JPN,POULTRY,2019,14.526,2070.01
JPN,POULTRY,2020,14.543,2066.406
JPN,POULTRY,2021,14.551,2061.11
JPN,POULTRY,2022,14.604,2061.651
JPN,POULTRY,2023,14.639,2059.261
JPN,POULTRY,2024,14.688,2058.389
JPN,POULTRY,2025,14.733,2056.541
JPN,POULTRY,2026,14.768,2053.019
JPN,SHEEP,1990,0.757,105.12
JPN,SHEEP,1991,0.773,107.753
JPN,SHEEP,1992,0.811,113.532
JPN,SHEEP,1993,0.683,95.979
JPN,SHEEP,1994,0.572,80.637
JPN,SHEEP,1995,0.585,82.76
JPN,SHEEP,1996,0.505,71.57
JPN,SHEEP,1997,0.444,63.16
JPN,SHEEP,1998,0.426,60.62
JPN,SHEEP,1999,0.357,50.97
JPN,SHEEP,2000,0.324,46.34
JPN,SHEEP,2001,0.311,44.52
JPN,SHEEP,2002,0.297,42.67
JPN,SHEEP,2003,0.255,36.67
JPN,SHEEP,2004,0.323,46.46
JPN,SHEEP,2005,0.368,53.06
JPN,SHEEP,2006,0.37,53.49
JPN,SHEEP,2007,0.267,38.59
JPN,SHEEP,2008,0.27,39.05
JPN,SHEEP,2009,0.273,39.44
JPN,SHEEP,2010,0.219,31.62
JPN,SHEEP,2011,0.22,31.86
JPN,SHEEP,2012,0.19,27.456
JPN,SHEEP,2013,0.126,18.168
JPN,SHEEP,2014,0.142,20.39
JPN,SHEEP,2015,0.132,19.0
JPN,SHEEP,2016,0.146,21.0
JPN,SHEEP,2017,0.147,21.067
JPN,SHEEP,2018,0.146,20.924
JPN,SHEEP,2019,0.143,20.442
JPN,SHEEP,2020,0.14,19.941
JPN,SHEEP,2021,0.137,19.454
JPN,SHEEP,2022,0.134,18.949
JPN,SHEEP,2023,0.131,18.447
JPN,SHEEP,2024,0.128,17.949
JPN,SHEEP,2025,0.125,17.457
JPN,SHEEP,2026,0.122,16.979
KAZ,BEEF,1990,,710.0
KAZ,BEEF,1991,,724.0
KAZ,BEEF,1992,25.26,593.0
KAZ,BEEF,1993,28.004,652.0
KAZ,BEEF,1994,26.7,615.0
KAZ,BEEF,1995,22.68,516.0
KAZ,BEEF,1996,19.567,439.0
KAZ,BEEF,1997,16.475,364.0
KAZ,BEEF,1998,15.802,344.0
KAZ,BEEF,1999,15.85,341.0
KAZ,BEEF,2000,14.462,309.0
KAZ,BEEF,2001,13.585,290.0
KAZ,BEEF,2002,13.943,299.0
KAZ,BEEF,2003,14.703,318.0
KAZ,BEEF,2004,15.836,346.0
KAZ,BEEF,2005,16.898,373.0
KAZ,BEEF,2006,18.17,405.0
KAZ,BEEF,2007,19.371,436.0
KAZ,BEEF,2008,19.659,447.0
KAZ,BEEF,2009,18.785,432.0
KAZ,BEEF,2010,18.583,433.0
KAZ,BEEF,2011,17.295,409.0
KAZ,BEEF,2012,16.645,400.0
KAZ,BEEF,2013,16.907,413.0
KAZ,BEEF,2014,17.206,427.0
KAZ,BEEF,2015,17.237,434.0
KAZ,BEEF,2016,17.25,440.0
KAZ,BEEF,2017,17.222,444.45
KAZ,BEEF,2018,17.035,444.293
KAZ,BEEF,2019,16.967,446.925
KAZ,BEEF,2020,17.013,452.454
KAZ,BEEF,2021,17.2,461.681
KAZ,BEEF,2022,17.415,471.635
KAZ,BEEF,2023,17.601,480.729
KAZ,BEEF,2024,17.808,490.29
KAZ,BEEF,2025,17.991,499.112
KAZ,BEEF,2026,18.172,507.788
KAZ,PIG,1990,,286.0
KAZ,PIG,1991,,274.0
KAZ,PIG,1992,10.49,221.0
KAZ,PIG,1993,9.38,196.0
KAZ,PIG,1994,7.547,156.0
KAZ,PIG,1995,5.289,108.0
KAZ,PIG,1996,5.364,108.0
KAZ,PIG,1997,4.287,85.0
KAZ,PIG,1998,4.248,83.0
KAZ,PIG,1999,5.076,98.0
KAZ,PIG,2000,7.249,139.0
KAZ,PIG,2001,9.709,186.0
KAZ,PIG,2002,10.081,194.0
KAZ,PIG,2003,9.944,193.0
KAZ,PIG,2004,10.506,206.0
KAZ,PIG,2005,10.601,210.0
KAZ,PIG,2006,10.648,213.0
KAZ,PIG,2007,10.842,219.0
KAZ,PIG,2008,11.86,242.0
KAZ,PIG,2009,11.677,241.0
KAZ,PIG,2010,10.808,226.0
KAZ,PIG,2011,10.601,225.0
KAZ,PIG,2012,5.518,119.0
KAZ,PIG,2013,5.337,117.0
KAZ,PIG,2014,4.984,111.0
KAZ,PIG,2015,4.691,106.0
KAZ,PIG,2016,4.587,105.0
KAZ,PIG,2017,4.555,105.49
KAZ,PIG,2018,4.463,104.461
KAZ,PIG,2019,4.443,105.036
KAZ,PIG,2020,4.466,106.58
KAZ,PIG,2021,4.507,108.568
KAZ,PIG,2022,4.52,109.844
KAZ,PIG,2023,4.561,111.791
KAZ,PIG,2024,4.616,114.047
KAZ,PIG,2025,4.672,116.314
KAZ,PIG,2026,4.718,118.306
KAZ,POULTRY,1990,,201.0
KAZ,POULTRY,1991,,185.0
KAZ,POULTRY,1992,7.55,141.0
KAZ,POULTRY,1993,6.263,116.0
KAZ,POULTRY,1994,4.421,81.0
KAZ,POULTRY,1995,3.094,56.0
KAZ,POULTRY,1996,3.026,54.0
KAZ,POULTRY,1997,3.186,56.0
KAZ,POULTRY,1998,3.176,55.0
KAZ,POULTRY,1999,2.454,42.0
KAZ,POULTRY,2000,3.118,53.0
KAZ,POULTRY,2001,3.946,67.0
KAZ,POULTRY,2002,4.924,84.0
KAZ,POULTRY,2003,5.58,96.0
KAZ,POULTRY,2004,7.02,122.0
KAZ,POULTRY,2005,8.884,156.0
KAZ,POULTRY,2006,12.126,215.0
KAZ,POULTRY,2007,11.618,208.0
KAZ,POULTRY,2008,10.837,196.0
KAZ,POULTRY,2009,10.331,189.0
KAZ,POULTRY,2010,12.247,227.0
KAZ,POULTRY,2011,13.077,246.0
KAZ,POULTRY,2012,15.171,290.0
KAZ,POULTRY,2013,14.41,280.0
KAZ,POULTRY,2014,14.691,290.0
KAZ,POULTRY,2015,14.879,298.0
KAZ,POULTRY,2016,14.046,285.0
KAZ,POULTRY,2017,13.982,287.021
KAZ,POULTRY,2018,13.94,289.196
KAZ,POULTRY,2019,13.961,292.529
KAZ,POULTRY,2020,14.015,296.482
KAZ,POULTRY,2021,14.159,302.324
KAZ,POULTRY,2022,14.295,307.958
KAZ,POULTRY,2023,14.447,313.859
KAZ,POULTRY,2024,14.603,319.814
KAZ,POULTRY,2025,14.766,325.858
KAZ,POULTRY,2026,14.929,331.833
KAZ,SHEEP,1990,,278.0
KAZ,SHEEP,1991,,270.0
KAZ,SHEEP,1992,12.477,233.0
KAZ,SHEEP,1993,14.201,263.0
KAZ,SHEEP,1994,13.099,240.0
KAZ,SHEEP,1995,10.609,192.0
KAZ,SHEEP,1996,9.246,165.0
KAZ,SHEEP,1997,8.307,146.0
KAZ,SHEEP,1998,6.872,119.0
KAZ,SHEEP,1999,5.785,99.0
KAZ,SHEEP,2000,5.589,95.0
KAZ,SHEEP,2001,5.712,97.0
KAZ,SHEEP,2002,5.98,102.0
KAZ,SHEEP,2003,5.58,96.0
KAZ,SHEEP,2004,5.869,102.0
KAZ,SHEEP,2005,6.094,107.0
KAZ,SHEEP,2006,6.486,115.0
KAZ,SHEEP,2007,6.926,124.0
KAZ,SHEEP,2008,7.243,131.0
KAZ,SHEEP,2009,7.38,135.0
KAZ,SHEEP,2010,7.715,143.0
KAZ,SHEEP,2011,7.974,150.0
KAZ,SHEEP,2012,8.109,155.0
KAZ,SHEEP,2013,8.08,157.0
KAZ,SHEEP,2014,8.105,160.0
KAZ,SHEEP,2015,8.038,161.0
KAZ,SHEEP,2016,7.984,162.0
KAZ,SHEEP,2017,7.891,161.978
KAZ,SHEEP,2018,7.814,162.103
KAZ,SHEEP,2019,7.806,163.559
KAZ,SHEEP,2020,7.813,165.292
KAZ,SHEEP,2021,7.865,167.934
KAZ,SHEEP,2022,7.957,171.407
KAZ,SHEEP,2023,8.052,174.937
KAZ,SHEEP,2024,8.148,178.46
KAZ,SHEEP,2025,8.25,182.055
KAZ,SHEEP,2026,8.355,185.711
KOR,BEEF,1991,5.085,315.0
KOR,BEEF,1992,5.685,355.0
KOR,BEEF,1993,5.326,335.0
KOR,BEEF,1994,5.699,361.0
KOR,BEEF,1995,6.568,419.0
KOR,BEEF,1996,6.829,438.708
KOR,BEEF,1997,7.729,500.0
KOR,BEEF,1998,6.969,454.0
KOR,BEEF,1999,8.28,543.0
KOR,BEEF,2000,8.62,569.0
KOR,BEEF,2001,7.458,495.362
KOR,BEEF,2002,8.466,565.667
KOR,BEEF,2003,8.155,548.034
KOR,BEEF,2004,6.632,448.354
KOR,BEEF,2005,6.112,415.681
KOR,BEEF,2006,6.781,464.0
KOR,BEEF,2007,7.566,521.0
KOR,BEEF,2008,7.792,540.0
KOR,BEEF,2009,7.271,507.0
KOR,BEEF,2010,8.399,589.0
KOR,BEEF,2011,8.779,619.0
KOR,BEEF,2012,8.904,631.0
KOR,BEEF,2013,9.311,663.0
KOR,BEEF,2014,9.744,697.0
KOR,BEEF,2015,10.007,719.0
KOR,BEEF,2016,10.257,740.0
KOR,BEEF,2017,10.325,747.879
KOR,BEEF,2018,10.356,753.005
KOR,BEEF,2019,10.368,756.558
KOR,BEEF,2020,10.405,761.787
KOR,BEEF,2021,10.456,767.959
KOR,BEEF,2022,10.511,774.305
KOR,BEEF,2023,10.573,781.095
KOR,BEEF,2024,10.615,786.296
KOR,BEEF,2025,10.672,792.537
KOR,BEEF,2026,10.737,799.289
KOR,PIG,1991,9.93,552.0
KOR,PIG,1992,13.366,749.0
KOR,PIG,1993,13.499,762.0
KOR,PIG,1994,13.984,795.0
KOR,PIG,1995,14.586,835.0
KOR,PIG,1996,15.629,901.0
KOR,PIG,1997,15.433,896.0
KOR,PIG,1998,15.224,890.0
KOR,PIG,1999,17.5,1030.0
KOR,PIG,2000,16.358,969.0
KOR,PIG,2001,16.995,1013.0
KOR,PIG,2002,17.445,1046.0
KOR,PIG,2003,21.422,1292.0
KOR,PIG,2004,19.78,1200.0
KOR,PIG,2005,19.285,1177.0
KOR,PIG,2006,23.171,1423.0
KOR,PIG,2007,24.368,1506.0
KOR,PIG,2008,24.521,1525.0
KOR,PIG,2009,23.732,1485.0
KOR,PIG,2010,24.533,1544.0
KOR,PIG,2011,23.579,1492.0
KOR,PIG,2012,22.767,1448.0
KOR,PIG,2013,25.569,1634.0
KOR,PIG,2014,27.135,1742.0
KOR,PIG,2015,28.397,1831.0
KOR,PIG,2016,28.281,1831.155
KOR,PIG,2017,28.684,1864.636
KOR,PIG,2018,28.721,1874.136
KOR,PIG,2019,28.831,1887.988
KOR,PIG,2020,28.923,1900.414
KOR,PIG,2021,29.015,1912.572
KOR,PIG,2022,29.104,1924.13
KOR,PIG,2023,29.216,1936.947
KOR,PIG,2024,29.318,1948.936
KOR,PIG,2025,29.427,1961.133
KOR,PIG,2026,29.544,1973.682
KOR,POULTRY,1990,5.57,272.0
KOR,POULTRY,1991,6.738,332.0
KOR,POULTRY,1992,7.55,375.0
KOR,POULTRY,1993,7.874,394.0
KOR,POULTRY,1994,7.918,399.0
KOR,POULTRY,1995,8.632,438.0
KOR,POULTRY,1996,9.256,473.0
KOR,POULTRY,1997,8.648,445.0
KOR,POULTRY,1998,7.661,397.0
KOR,POULTRY,1999,9.469,494.0
KOR,POULTRY,2000,9.865,518.0
KOR,POULTRY,2001,10.789,570.0
KOR,POULTRY,2002,11.139,592.0
KOR,POULTRY,2003,9.783,523.0
KOR,POULTRY,2004,8.647,465.0
KOR,POULTRY,2005,11.11,601.0
KOR,POULTRY,2006,11.849,645.0
KOR,POULTRY,2007,11.647,638.0
KOR,POULTRY,2008,11.519,635.0
KOR,POULTRY,2009,12.224,678.0
KOR,POULTRY,2010,13.391,747.0
KOR,POULTRY,2011,14.335,804.0
KOR,POULTRY,2012,14.351,809.0
KOR,POULTRY,2013,14.512,822.0
KOR,POULTRY,2014,16.256,925.0
KOR,POULTRY,2015,16.675,953.0
KOR,POULTRY,2016,16.937,972.0
KOR,POULTRY,2017,16.684,961.318
KOR,POULTRY,2018,16.875,976.006
KOR,POULTRY,2019,17.002,986.839
KOR,POULTRY,2020,17.121,997.12
KOR,POULTRY,2021,17.233,1006.853
KOR,POULTRY,2022,17.382,1018.579
KOR,POULTRY,2023,17.504,1028.616
KOR,POULTRY,2024,17.648,1039.824
KOR,POULTRY,2025,17.783,1050.436
KOR,POULTRY,2026,17.908,1060.383
KOR,SHEEP,1990,0.204,9.969
KOR,SHEEP,1991,0.157,7.752
KOR,SHEEP,1992,0.3,14.895
KOR,SHEEP,1993,0.239,11.982
KOR,SHEEP,1994,0.276,13.9
KOR,SHEEP,1995,0.256,12.985
KOR,SHEEP,1996,0.214,10.958
KOR,SHEEP,1997,0.193,9.934
KOR,SHEEP,1998,0.154,8.0
KOR,SHEEP,1999,0.134,7.0
KOR,SHEEP,2000,0.114,6.0
KOR,SHEEP,2001,0.094,4.983
KOR,SHEEP,2002,0.113,5.983
KOR,SHEEP,2003,0.112,5.968
KOR,SHEEP,2004,0.112,6.0
KOR,SHEEP,2005,0.111,6.0
KOR,SHEEP,2006,0.11,5.984
KOR,SHEEP,2007,0.11,6.0
KOR,SHEEP,2008,0.109,6.0
KOR,SHEEP,2009,0.108,6.0
KOR,SHEEP,2010,0.09,5.0
KOR,SHEEP,2011,0.107,6.0
KOR,SHEEP,2012,0.106,6.0
KOR,SHEEP,2013,0.106,6.0
KOR,SHEEP,2014,0.141,8.0
KOR,SHEEP,2015,0.175,10.0
KOR,SHEEP,2016,0.192,11.0
KOR,SHEEP,2017,0.193,11.1
KOR,SHEEP,2018,0.194,11.2
KOR,SHEEP,2019,0.195,11.3
KOR,SHEEP,2020,0.196,11.4
KOR,SHEEP,2021,0.197,11.5
KOR,SHEEP,2022,0.198,11.6
KOR,SHEEP,2023,0.199,11.7
KOR,SHEEP,2024,0.2,11.8
KOR,SHEEP,2025,0.201,11.9
KOR,SHEEP,2026,0.203,12.0
MEX,BEEF,1990,7.236,884.954
MEX,BEEF,1991,8.786,1096.288
MEX,BEEF,1992,9.149,1164.674
MEX,BEEF,1993,8.287,1075.987
MEX,BEEF,1994,9.703,1284.407
MEX,BEEF,1995,8.303,1120.096
MEX,BEEF,1996,9.617,1321.433
MEX,BEEF,1997,9.842,1376.807
MEX,BEEF,1998,10.589,1507.179
MEX,BEEF,1999,10.477,1515.605
MEX,BEEF,2000,10.383,1524.959
MEX,BEEF,2001,10.632,1583.324
MEX,BEEF,2002,11.383,1716.896
MEX,BEEF,2003,10.564,1613.117
MEX,BEEF,2004,10.052,1554.535
MEX,BEEF,2005,10.303,1615.306
MEX,BEEF,2006,9.665,1537.851
MEX,BEEF,2007,10.327,1669.111
MEX,BEEF,2008,10.688,1755.487
MEX,BEEF,2009,10.161,1695.583
MEX,BEEF,2010,9.587,1624.579
MEX,BEEF,2011,8.703,1496.411
MEX,BEEF,2012,8.696,1516.533
MEX,BEEF,2013,9.268,1638.4
MEX,BEEF,2014,8.813,1578.623
MEX,BEEF,2015,8.587,1558.174
MEX,BEEF,2016,8.854,1627.0
MEX,BEEF,2017,8.59,1598.021
MEX,BEEF,2018,8.648,1628.11
MEX,BEEF,2019,8.827,1681.284
MEX,BEEF,2020,8.817,1698.373
MEX,BEEF,2021,8.85,1723.407
MEX,BEEF,2022,8.902,1751.938
MEX,BEEF,2023,8.911,1771.782
MEX,BEEF,2024,8.93,1793.34
MEX,BEEF,2025,8.949,1814.488
MEX,BEEF,2026,8.976,1836.711
MEX,PIG,1990,7.196,789.761
MEX,PIG,1991,7.729,865.575
MEX,PIG,1992,7.653,874.326
MEX,PIG,1993,7.445,867.531
MEX,PIG,1994,7.988,948.929
MEX,PIG,1995,7.809,945.392
MEX,PIG,1996,7.522,927.596
MEX,PIG,1997,7.73,970.427
MEX,PIG,1998,8.157,1041.897
MEX,PIG,1999,8.344,1083.245
MEX,PIG,2000,8.877,1170.036
MEX,PIG,2001,9.06,1210.737
MEX,PIG,2002,9.339,1264.077
MEX,PIG,2003,9.633,1320.107
MEX,PIG,2004,9.88,1371.296
MEX,PIG,2005,9.735,1369.724
MEX,PIG,2006,9.681,1382.374
MEX,PIG,2007,9.766,1416.562
MEX,PIG,2008,10.037,1479.523
MEX,PIG,2009,10.72,1605.518
MEX,PIG,2010,10.634,1617.083
MEX,PIG,2011,10.163,1568.27
MEX,PIG,2012,10.754,1682.94
MEX,PIG,2013,11.181,1773.803
MEX,PIG,2014,11.208,1801.741
MEX,PIG,2015,11.963,1948.141
MEX,PIG,2016,11.83,1950.856
MEX,PIG,2017,12.002,2003.727
MEX,PIG,2018,12.327,2082.717
MEX,PIG,2019,12.477,2132.767
MEX,PIG,2020,12.591,2176.547
MEX,PIG,2021,12.69,2217.837
MEX,PIG,2022,12.74,2250.217
MEX,PIG,2023,12.815,2286.702
MEX,PIG,2024,12.844,2314.699
MEX,PIG,2025,12.869,2341.631
MEX,PIG,2026,12.889,2366.95
MEX,POULTRY,1990,8.279,805.427
MEX,POULTRY,1991,9.44,936.968
MEX,POULTRY,1992,9.69,981.229
MEX,POULTRY,1993,11.074,1143.774
MEX,POULTRY,1994,11.849,1247.715
MEX,POULTRY,1995,13.012,1396.214
MEX,POULTRY,1996,12.756,1394.198
MEX,POULTRY,1997,14.464,1609.563
MEX,POULTRY,1998,16.095,1822.294
MEX,POULTRY,1999,16.982,1954.242
MEX,POULTRY,2000,17.787,2078.034
MEX,POULTRY,2001,18.723,2217.868
MEX,POULTRY,2002,20.099,2411.388
MEX,POULTRY,2003,21.573,2620.401
MEX,POULTRY,2004,21.766,2677.617
MEX,POULTRY,2005,23.18,2890.904
MEX,POULTRY,2006,23.413,2963.444
MEX,POULTRY,2007,23.437,3013.263
MEX,POULTRY,2008,23.811,3110.96
MEX,POULTRY,2009,24.046,3191.965
MEX,POULTRY,2010,24.364,3284.143
MEX,POULTRY,2011,24.792,3391.013
MEX,POULTRY,2012,25.02,3470.737
MEX,POULTRY,2013,25.206,3544.353
MEX,POULTRY,2014,25.636,3652.725
MEX,POULTRY,2015,26.44,3816.299
MEX,POULTRY,2016,26.511,3875.222
MEX,POULTRY,2017,26.601,3936.437
MEX,POULTRY,2018,26.61,3985.149
MEX,POULTRY,2019,26.685,4043.026
MEX,POULTRY,2020,26.758,4100.002
MEX,POULTRY,2021,26.896,4166.442
MEX,POULTRY,2022,26.976,4223.305
MEX,POULTRY,2023,27.101,4286.46
MEX,POULTRY,2024,27.269,4355.956
MEX,POULTRY,2025,27.427,4423.379
MEX,POULTRY,2026,27.582,4489.507
MEX,SHEEP,1990,0.46,44.729
MEX,SHEEP,1991,0.596,59.119
MEX,SHEEP,1992,0.637,64.495
MEX,SHEEP,1993,0.645,66.582
MEX,SHEEP,1994,0.669,70.445
MEX,SHEEP,1995,0.412,44.176
MEX,SHEEP,1996,0.401,43.86
MEX,SHEEP,1997,0.492,54.704
MEX,SHEEP,1998,0.512,57.993
MEX,SHEEP,1999,0.58,66.794
MEX,SHEEP,2000,0.687,80.292
MEX,SHEEP,2001,0.728,86.194
MEX,SHEEP,2002,0.733,87.904
MEX,SHEEP,2003,0.978,118.775
MEX,SHEEP,2004,0.839,103.257
MEX,SHEEP,2005,0.69,86.041
MEX,SHEEP,2006,0.661,83.702
MEX,SHEEP,2007,0.672,86.352
MEX,SHEEP,2008,0.656,85.731
MEX,SHEEP,2009,0.582,77.261
MEX,SHEEP,2010,0.541,72.865
MEX,SHEEP,2011,0.515,70.45
MEX,SHEEP,2012,0.475,65.899
MEX,SHEEP,2013,0.533,74.957
MEX,SHEEP,2014,0.526,74.994
MEX,SHEEP,2015,0.533,76.99
MEX,SHEEP,2016,0.522,76.302
MEX,SHEEP,2017,0.517,76.57
MEX,SHEEP,2018,0.516,77.245
MEX,SHEEP,2019,0.515,78.008
MEX,SHEEP,2020,0.513,78.645
MEX,SHEEP,2021,0.512,79.291
MEX,SHEEP,2022,0.51,79.876
MEX,SHEEP,2023,0.509,80.447
MEX,SHEEP,2024,0.508,81.132
MEX,SHEEP,2025,0.507,81.736
MEX,SHEEP,2026,0.506,82.4
MOZ,BEEF,1990,0.785,15.0
MOZ,BEEF,1991,0.765,15.0
MOZ,BEEF,1992,0.69,14.0
MOZ,BEEF,1993,0.711,15.0
MOZ,BEEF,1994,0.683,15.0
MOZ,BEEF,1995,0.66,15.0
MOZ,BEEF,1996,0.64,15.0
MOZ,BEEF,1997,0.622,15.0
MOZ,BEEF,1998,0.606,15.0
MOZ,BEEF,1999,0.512,13.0
MOZ,BEEF,2000,0.498,13.0
MOZ,BEEF,2001,0.484,13.0
MOZ,BEEF,2002,0.47,13.0
MOZ,BEEF,2003,0.527,15.0
MOZ,BEEF,2004,0.58,17.0
MOZ,BEEF,2005,0.663,20.0
MOZ,BEEF,2006,0.547,17.0
MOZ,BEEF,2007,0.72,23.0
MOZ,BEEF,2008,0.609,20.0
MOZ,BEEF,2009,0.622,21.0
MOZ,BEEF,2010,0.633,22.0
MOZ,BEEF,2011,0.616,22.0
MOZ,BEEF,2012,0.816,30.0
MOZ,BEEF,2013,0.846,32.0
MOZ,BEEF,2014,0.823,32.0
MOZ,BEEF,2015,0.826,33.0
MOZ,BEEF,2016,0.803,33.0
MOZ,BEEF,2017,0.831,35.055
MOZ,BEEF,2018,0.837,36.281
MOZ,BEEF,2019,0.851,37.859
MOZ,BEEF,2020,0.871,39.814
MOZ,BEEF,2021,0.897,42.075
MOZ,BEEF,2022,0.927,44.647
MOZ,BEEF,2023,0.952,47.08
MOZ,BEEF,2024,0.982,49.818
MOZ,BEEF,2025,1.008,52.487
MOZ,BEEF,2026,1.033,55.235
MOZ,PIG,1990,0.7,12.0
MOZ,PIG,1991,0.682,12.0
MOZ,PIG,1992,0.659,12.0
MOZ,PIG,1993,0.633,12.0
MOZ,PIG,1994,0.609,12.0
MOZ,PIG,1995,0.588,12.0
MOZ,PIG,1996,0.57,12.0
MOZ,PIG,1997,0.555,12.0
MOZ,PIG,1998,0.54,12.0
MOZ,PIG,1999,0.527,12.0
MOZ,PIG,2000,5.21,122.0
MOZ,PIG,2001,4.939,119.0
MOZ,PIG,2002,4.636,115.0
MOZ,PIG,2003,3.875,99.0
MOZ,PIG,2004,4.105,108.0
MOZ,PIG,2005,4.357,118.0
MOZ,PIG,2006,3.086,86.0
MOZ,PIG,2007,3.419,98.0
MOZ,PIG,2008,3.087,91.0
MOZ,PIG,2009,3.133,95.0
MOZ,PIG,2010,3.175,99.0
MOZ,PIG,2011,3.43,110.0
MOZ,PIG,2012,3.789,125.0
MOZ,PIG,2013,3.949,134.0
MOZ,PIG,2014,3.84,134.0
MOZ,PIG,2015,3.847,138.0
MOZ,PIG,2016,3.825,141.0
MOZ,PIG,2017,3.815,144.452
MOZ,PIG,2018,3.789,147.365
MOZ,PIG,2019,3.79,151.385
MOZ,PIG,2020,3.822,156.753
MOZ,PIG,2021,3.855,162.334
MOZ,PIG,2022,3.865,167.114
MOZ,PIG,2023,3.902,173.169
MOZ,PIG,2024,3.951,179.953
MOZ,PIG,2025,3.995,186.735
MOZ,PIG,2026,4.048,194.177
MOZ,POULTRY,1990,1.843,28.0
MOZ,POULTRY,1991,1.86,29.0
MOZ,POULTRY,1992,1.797,29.0
MOZ,POULTRY,1993,1.727,29.0
MOZ,POULTRY,1994,1.833,32.0
MOZ,POULTRY,1995,1.714,31.0
MOZ,POULTRY,1996,1.716,32.0
MOZ,POULTRY,1997,1.773,34.0
MOZ,POULTRY,1998,1.829,36.0
MOZ,POULTRY,1999,1.634,33.0
MOZ,POULTRY,2000,1.686,35.0
MOZ,POULTRY,2001,1.592,34.0
MOZ,POULTRY,2002,1.91,42.0
MOZ,POULTRY,2003,1.192,27.0
MOZ,POULTRY,2004,1.286,30.0
MOZ,POULTRY,2005,1.458,35.0
MOZ,POULTRY,2006,1.457,36.0
MOZ,POULTRY,2007,1.338,34.0
MOZ,POULTRY,2008,1.454,38.0
MOZ,POULTRY,2009,1.712,46.0
MOZ,POULTRY,2010,1.592,44.0
MOZ,POULTRY,2011,1.653,47.0
MOZ,POULTRY,2012,1.436,42.0
MOZ,POULTRY,2013,1.596,48.0
MOZ,POULTRY,2014,1.778,55.0
MOZ,POULTRY,2015,1.824,58.0
MOZ,POULTRY,2016,1.775,58.0
MOZ,POULTRY,2017,1.785,59.907
MOZ,POULTRY,2018,1.818,62.666
MOZ,POULTRY,2019,1.86,65.864
MOZ,POULTRY,2020,1.898,69.011
MOZ,POULTRY,2021,1.938,72.349
MOZ,POULTRY,2022,1.986,76.096
MOZ,POULTRY,2023,2.034,79.996
MOZ,POULTRY,2024,2.085,84.188
MOZ,POULTRY,2025,2.137,88.562
MOZ,POULTRY,2026,2.191,93.161
MOZ,SHEEP,1990,0.856,13.0
MOZ,SHEEP,1991,0.962,15.0
MOZ,SHEEP,1992,0.929,15.0
MOZ,SHEEP,1993,0.953,16.0
MOZ,SHEEP,1994,0.974,17.0
MOZ,SHEEP,1995,0.995,18.0
MOZ,SHEEP,1996,1.072,20.0
MOZ,SHEEP,1997,1.095,21.0
MOZ,SHEEP,1998,1.22,24.0
MOZ,SHEEP,1999,1.188,24.0
MOZ,SHEEP,2000,1.205,25.0
MOZ,SHEEP,2001,1.218,26.0
MOZ,SHEEP,2002,1.137,25.0
MOZ,SHEEP,2003,1.06,24.0
MOZ,SHEEP,2004,1.072,25.0
MOZ,SHEEP,2005,1.041,25.0
MOZ,SHEEP,2006,0.891,22.0
MOZ,SHEEP,2007,0.905,23.0
MOZ,SHEEP,2008,0.957,25.0
MOZ,SHEEP,2009,0.744,20.0
MOZ,SHEEP,2010,0.724,20.0
MOZ,SHEEP,2011,0.739,21.0
MOZ,SHEEP,2012,0.787,23.0
MOZ,SHEEP,2013,0.765,23.0
MOZ,SHEEP,2014,0.776,24.0
MOZ,SHEEP,2015,0.786,25.0
MOZ,SHEEP,2016,0.765,25.0
MOZ,SHEEP,2017,0.777,26.085
MOZ,SHEEP,2018,0.786,27.091
MOZ,SHEEP,2019,0.797,28.212
MOZ,SHEEP,2020,0.811,29.472
MOZ,SHEEP,2021,0.825,30.806
MOZ,SHEEP,2022,0.842,32.261
MOZ,SHEEP,2023,0.859,33.803
MOZ,SHEEP,2024,0.877,35.415
MOZ,SHEEP,2025,0.896,37.108
MOZ,SHEEP,2026,0.915,38.899
MYS,BEEF,1990,2.575,67.0
MYS,BEEF,1991,2.918,78.0
MYS,BEEF,1992,2.916,80.0
